OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
92,M0000214p,Delaware River,05P,1.75189394,9250,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000214p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000214p.jpg,{AE2E310C-2B5B-4545-A89E-C86CF0CB7194},9250.00008618482
93,M0000218p,Rancocas Creek,01P,1.05693376,5580.61026136,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000218p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000218p.jpg,{DA26DD9D-B316-4220-9A73-DFEEAD7E601A},5580.61053273459
94,M0000217p,Rancocas Creek,02P,0.76597892,4044.36867545,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000217p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000217p.jpg,{3D639072-5E43-487D-86FB-D7E00A87C13A},4044.36862809112
95,M0000216p,Rancocas Creek,03P,0.76902886,4060.47237565,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000216p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000216p.jpg,{4E73F5D7-2664-4258-9221-740FA6E7F181},4060.47232237204
96,SUPPXII20p,Still Run,01p,2.27272727,12000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII20p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII20p.jpg,{9E4046E9-D667-4C42-ABC9-B5BEA0C55833},11999.9989951527
97,SUPPXII21p,Still Run,02p,1.77862007,9391.11396297,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII21p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII21p.jpg,{86FC3CC6-F532-45A6-A393-E9270807EC62},9391.11342618089
98,SUPPXII23p,Little Ease Run,04p,2.46212121,13000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII23p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII23p.jpg,{18679867-FC30-456C-8664-B374BD5F83DB},12999.9996344649
99,SUPPXII25p,Scotland Run,06p,2.36742424,12500,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII25p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII25p.jpg,{22960AA7-23A7-4D59-AF9A-4F2194FB7200},12499.9997169332
100,SUPPXII26p,Scotland Run,07p,2.54734848,13450,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII26p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII26p.jpg,{A6EF01AF-47E0-4FBC-BCF9-BEB286C9A2B3},13450.0004351879
101,SUPPXII28p,Maurice River,01p,4.92424242,26000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII28p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII28p.jpg,{414CC095-09B5-4824-9209-C646AD0A5721},26000.0003435866
102,SUPPXII30p,Maurice River,03p,1.7391179,9182.54251508,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII30p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII30p.jpg,{06D012F2-2393-4609-8DB8-31FDEF468299},9182.54171216031
103,SUPPXII31p,White Marsh Run,04p,1.20324099,6353.11242675,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII31p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII31p.jpg,{1A620A19-9815-48D6-87A8-A8092167FDAA},6353.11195967706
104,SUPPXII32p,White Marsh Run,05p,0.90022091,4753.1663787,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII32p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII32p.jpg,{DF28BE74-CE8C-4F83-A86D-429192B1F5A4},4753.16635300147
105,SUPPXII33p,White Marsh Run,06p,0.28856652,1523.6312079,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII33p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII33p.jpg,{F724B285-F58B-4F21-A910-FE8D052B267D},1523.63126119896
106,SUPPXII34p,Petticoat Stream,07p,1.23106061,6500,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII34p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII34p.jpg,{C399BD7E-580C-4389-B25E-D89BAF56C40D},6499.99949197875
107,SUPPXII35p,Petticoat Stream,08p,1.04166667,5500,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII35p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII35p.jpg,{F32A87E5-433C-4DB8-9D45-3BB2847DF5B7},5500.00007163259
108,SUPPXII36p,Petticoat Stream,09p,0.33143939,1750,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII36p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII36p.jpg,{88CFFD19-7C20-4236-8294-D06FF9C6F180},1749.99998077261
109,SUPPXII38p,Long Branch,02p,0.38025765,2007.76038315,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII38p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII38p.jpg,{C64FFCD5-D8F8-4349-916C-B784DBE72B83},2007.76050265309
110,SUPPXII40p,Piney Branch,04p,0.28796924,1520.47759666,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII40p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII40p.jpg,{A5182F42-5638-4E7C-9016-DA7F6A2CE4AD},1520.47765579374
111,SUPPXII45p,Blackwater Branch,09p,2.46212121,13000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII45p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII45p.jpg,{65C4BC96-8474-4C69-A7B5-5FE94E8D0F5E},12999.9991292482
112,SUPPXII47p,Blackwater Branch,11p,0.7400094,3907.24960718,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII47p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII47p.jpg,{B6B6A7A4-40D8-4327-9FF6-A3429557174B},3907.24958377148
113,SUPPXII42p,Manantico,06p,1.02556367,5414.97619862,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII42p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII42p.jpg,{A4760A5A-8BA9-4F36-A2F6-8699E71C931D},5414.97619451107
114,SUPPXII49p,Manumuskin River,13p,2.6952927,14231.1454635,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII49p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII49p.jpg,{D86C09F2-C3E9-4A5A-BADA-0E9A51919F78},14231.1454083373
115,SUPPXII50p,Maurice River,14p,2.5,13200,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII50p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII50p.jpg,{1330420A-E1DE-45F3-ACAE-B61D5362C7C9},13199.9986625681
116,SUPPXII51p,Maurice River,15p,2.6,13728,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII51p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII51p.jpg,{31233614-305A-4973-B22D-04F7284EB21D},13728.0006245183
117,SUPPXII52p,Maurice River,16p,2.6,13728,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII52p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII52p.jpg,{C33039BF-0245-41BB-ABA3-10D4FD29EA1D},13728.0023607826
118,SUPPXII54p,Maurice River,18p,1.33069872,7026.08925567,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII54p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII54p.jpg,{BD0A2A8E-6092-4991-A049-AC614E597FDF},7026.08994003757
119,J0000098p,Belcher Creek,27,4.01515152,21200,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000098p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000098p.jpg,{8150EF77-CDF0-4A38-B28B-CA2D54D0C394},21200.0009812572
120,SUPPXIII42Rp,Masonicus Brook,39,2.61127063,13787.5089514,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII42Rp.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII42Rp.jpg,{C75CE1CB-3BB6-4443-B257-34421EBD21D0},13787.50960222
121,J0000090p,Morsetown Brook,35,0.59514721,3142.377253,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000090p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000090p.jpg,{DC5AC6FF-0C2E-41C9-AABE-BF56BEE4EC5A},3142.3772076856
122,J0000021p,Wanaque River,61,3.63636364,19200,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000021p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000021p.jpg,{D2CC2CC9-EDBA-45F6-9CC3-52BD7E87E911},19199.9999139422
123,J0000020p,Meadow Brook,62,1.04166667,5500,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000020p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000020p.jpg,{3B2563A0-DE9F-4D02-82F5-29D1DF77D4AB},5500.00001655855
124,SUPPXIII41p,Mahwah River,38,0.76576086,4043.21732267,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII41p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII41p.jpg,{4613710A-9DD8-4C85-B778-9197B372FF90},4043.2173998554
125,J0000028p,Erskine Brook,54,0.72078674,3805.75396154,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000028p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000028p.jpg,{6BA311FC-7813-4AD8-8B77-658CC13AC407},3805.75408519158
126,J0000040p,Meadow Brook,42,2.17192765,11467.7779662,Ditch,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000040p.jpg,{57AA883B-09B2-469C-9D39-E09B4A03D001},11467.7782660624
127,G0000112p,Ramapo River,01PR,3.97638031,20995.2880303,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000112p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000112p.jpg,{E812DD25-DAFD-4A1F-B500-0A92C9B9C247},20995.2876701748
128,J0000044p,Wanaque River,38,2.92613636,15450,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000044p.jpg,{DABDA25B-53BE-4184-BABA-01F3FEF21681},15450.0009631011
129,J0000042p,Posts Brook,40,2.23981467,11826.2214441,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000042p.jpg,{FED8E2B9-EBDC-4DF1-9A27-F2145D6F3CF2},11826.2214703865
130,E0000005p,Rockaway River,"1 of 2 , See R-R sh. 5",2.72243365,14374.4496639,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000005p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000005p.jpg,{84DDFD33-D868-4CD3-AA74-EB7CB5D81652},14374.4492337602
131,G0000123p,Pompton River,03PR,3.59848485,19000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000123p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000123p.jpg,{85CA13BB-1FA4-4D67-A45F-FD5DAB65E948},18999.9996970265
132,E0000086p,Beaver Brook,3 of 7,1.62164873,8562.30527596,Indeterminate,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000086p.jpg,{445A937E-F508-413D-A804-5DA187627598},8562.30445082801
133,E0000086p,Hatfield Brook,3 of 7,1.70454545,9000,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000086p.jpg,{C3158768-D934-467C-BB12-F390C97D035B},9000.00040601174
134,BDALE010p,Pequannock River,04p,1.04166667,5500,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE010p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE010p.jpg,{87155649-D0CC-4609-8290-50C3CC0F28BF},5499.99974153027
135,BDALE021p,Van Dam Brook,15pr,0.49242424,2600,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE021p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE021p.jpg,{0EE29E43-B71E-4493-B20C-DCB53E6E05D5},2600.00028860192
136,G0000120p,Ramapo River,06PR,3.75259963,19813.7260344,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000120p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000120p.jpg,{D241D97E-5C5A-425E-BB33-A6621FF415A9},19813.7260978767
137,G0000124p,East Ditch,08P,1.69507319,8949.98645707,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000124p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000124p.jpg,{C2EC2914-A6B8-48F7-B361-09667ED952D3},8949.9857724798
138,G0000122p,Pompton River,04PR,3.13257661,16540.0045108,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000122p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000122p.jpg,{3EB0C021-852A-4C1B-B22F-BBF2ABD9B44B},16540.0046482732
139,E0000006p,Jackson Brook,2 of 2,0.81039369,4278.87866672,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000006p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000006p.jpg,{279506AA-7B65-444F-9189-3824FA1B8E11},4278.87868522329
140,N0000041p,Whippany River,03p,0.97079151,5125.77919278,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000041p.jpg,{648D7705-7D0C-4DE8-9EBA-EAE990A3DEEB},5125.77916540543
141,E0000007p,Pine Brook,1 of 3,2.00682671,10596.0450219,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000007p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000007p.jpg,{91CDF9A4-1E60-451A-9701-12049C64A635},10596.0443879601
142,N0000046p,Watnong Brook,04p,0.54924242,2900,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000046p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000046p.jpg,{8A18A30E-EE1A-4873-96AA-05D2C10E609A},2900.00007357117
143,R0000053p,Black Brook,BP-1,1.65344922,8730.21188101,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000053p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000053p.jpg,{29403739-2D82-4038-900D-22125A2AE7DA},8730.21164644484
144,PRM00008p,Passaic River,4A,1.90003805,10032.2009167,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00008p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00008p.jpg,{7F8C3B19-6958-48CE-A44D-1BDD6B4CFDE6},10032.2009895095
145,SUPPI044p,Spring Garden Brook,G-1A,1.89393939,10000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI044p.jpg,{98BE3A0B-F981-4E8D-A147-AA284DDBB940},10000.0002174019
146,PRM00016p,Passaic River,9B,1.89393939,10000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00016p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00016p.jpg,{4E4062B7-DED2-4BCC-8B7A-7FBDEED9B219},9999.99993926453
147,N0000071p,Passaic River,01p,2.5,13200,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000071p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000071p.jpg,{72FB3C44-8DD7-4E74-8B4E-06DF71B351B5},13199.9997558471
148,GGEW0036p,Van Winkle Brook,7,1.11574239,5891.11979346,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0036p.jpg,{14053A30-F199-4350-9C9F-754C475EF731},5891.12044554953
149,PRM00011p,Passaic River,6A,1.90611357,10064.2796365,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00011p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00011p.jpg,{268B6B8B-C729-4D6E-AA3D-3061702E7532},10064.2792608156
150,SUPPI039p,Slough Brook,SL-1A,1.89393939,10000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI039p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI039p.jpg,{E3BA7EFA-FC3B-435F-B371-AC7A4CF0A6D6},9999.99858355672
151,PRM00018p,Passaic River,11B,1.89393939,10000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00018p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00018p.jpg,{5D467CAE-F35A-4D19-A4F3-AAA734835573},9999.99994418067
152,N0000049p,Great Brook,07p,0.74468446,3931.93393972,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000049p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000049p.jpg,{406D1BAC-8CC2-4624-B190-59141B148872},3931.9339078581
153,N0000078p,Great Brook,08p,0.55,2904,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000078p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000078p.jpg,{7BB7FDFF-D379-467C-B1C1-37FCAD20B00D},2904.000538027
154,PRM00014p,Passaic River,8A,1.89394096,10000.0082498,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00014p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00014p.jpg,{4ABE202E-A3FE-4DA0-924A-12F40823E5A7},10000.0081802352
155,GGEW0037p,Bryant Brook Branch,6,0.51282128,2707.69635953,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0037p.jpg,{E94B416B-6772-4C3E-A840-8A5428134D00},2707.69644418669
156,GGEW0037p,Rahway River,6,3.63088658,19171.081142,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0037p.jpg,{9F62749D-2632-4E1A-A6BA-A7C2D053462D},19171.0818933751
157,GGEW0043p,Drainage Ditch,5,0.80290416,4239.33397787,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0043p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0043p.jpg,{0909559C-CC92-4F27-AEE7-91A031E89828},4239.33374286268
158,GGEW0014p,Rahway River,5,5.01084155,26457.2433968,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0014p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0014p.jpg,{0436ED9A-77A2-4B98-BE19-9F74C4B383B7},26457.2437802887
159,SUPPI036p,Salt Brook,SLT-2A,1.89393939,10000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI036p.jpg,{4E238C2B-EBA4-4A8D-B7E3-458BB1932E21},9999.99979215928
160,GGEW0037p,Bryant Brook,6,0.53839935,2842.74857441,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0037p.jpg,{5487CF81-3811-4A93-918E-B2FBDA16CCF7},2842.74850208199
161,GGEW0013p,College Branch,6,0.63801886,3368.73960633,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0013p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0013p.jpg,{64890A0E-32CF-4B30-AE46-B61E667AFCF9},3368.73977132406
162,PRM00031p,Passaic River,22A,1.89393939,10000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00031p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00031p.jpg,{FBB46B29-9AF1-4C73-AC11-7D40B26C4D17},9999.99997207204
163,PRM00046p,Passaic River,32A,1.9560287,10327.8315316,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00046p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00046p.jpg,{5C35A7BE-D395-4637-B859-EA8D9D2D1617},10327.8317926248
164,PRM00035p,Passaic River,24A,1.89393939,10000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00035p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00035p.jpg,{741988DC-FF70-4B76-9353-095A84BBCF91},10000.0002404964
165,GGEW0013p,Gallows Hill Road Branch,6,1.25034451,6601.81901488,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0013p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0013p.jpg,{E621416D-7F83-4ACD-BB35-00C2DE956114},6601.8184828672
166,PRM00038p,Passaic River,26A,2.84090909,15000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00038p.jpg,{189D41AF-9773-46F5-9771-E5E7779B3AB3},15000.0001624138
167,GGEW0013p,Orchard Street Branch,6,0.41423891,2187.18146136,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0013p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0013p.jpg,{ACCB8F33-8E56-4E49-8CD6-34CA805FACCA},2187.18116704531
168,GGEW0048p,Woodbridge River,14,5.86309733,30957.1539098,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0048p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0048p.jpg,{8202C9EE-93F6-4B8B-9D2B-FF9FFF5B9301},30957.1534679319
169,GGEW0020p,Rahway River,6,3.15904579,16679.7617499,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/GGEW0020p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/GGEW0020p.jpg,{C9083DB4-7829-465A-AD49-0C155451388F},16679.7618473873
