"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Cream Ridge Dam","","","NJ00252","","NJ00252","Rutgers University, Environmental Health & Safety","State","State","28-87","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.11126666666666","-74.5256","Monmouth","New Jersey","Walnford","","Long Bog Run","Congressional District 04, New Jersey","UPPER FREEHOLD TOWNSHIP","","","Natural Resources Conservation Service","","","","","","Irrigation","Irrigation","Earth","Earth;Gravity","","","24","","","24","Less than 25 feet","280","","1971","1970-1979","144","144","85","9","1.4000000000000001","12","","","","","","","","2022-04-11","2006-06-12","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Assunpink #18 Dam","","","NJ00452","","NJ00452","Division of Fish & Wildlife","State","State","28-85","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.20708333333334","-74.46683333333333","Monmouth","New Jersey","","","Assunpink Creek","Congressional District 04, New Jersey","MILLSTONE TOWNSHIP","","Natural Resources Conservation Service","Natural Resources Conservation Service","Natural Resources Conservation Service","","","","","Flood Risk Reduction","Fish and Wildlife Pond;Recreation;Flood Risk Reduction","Earth","Earth;Gravity","","","38","","","38","25-50 feet","1400","","","Undetermined","730","730","346","38","1.2","1350","","","","","","","","2022-04-11","2021-07-14","2","High","Poor","2021-07-14","Yes","2018-06-25","https://damsafety.org/new-jersey"
"East Cove Dam","","","NJ00886","","NJ00886","Division of Parks and Forestry","State","State","22-262","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.18671666666667","-74.4231","Sussex","New Jersey","","","Wallkill River-TR","Congressional District 05, New Jersey","VERNON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","300","","","Undetermined","50","","50","15","6","","","","","","","","","2022-04-11","2020-09-09","2","High","Satisfactory","2020-09-09","Yes","2006-01-20","https://damsafety.org/new-jersey"
"Furnace Road Dam","","","NJ00199","","NJ00199","North Jersey District Water Supply Commission","State","State","23-30","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.072900000000004","-74.28268333333334","Passaic","New Jersey","","","Wanaque River","Congressional District 05, New Jersey","RINGWOOD BOROUGH","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","20","","","20","Less than 25 feet","730","","1928","1920-1929","5677","","5677","2590","90.4","0","","","","","","","","2022-04-11","2021-10-13","2","High","Satisfactory","2021-10-13","Yes","2022-02-08","https://damsafety.org/new-jersey"
"Green Swamp #3 Dam","","","NJ00211","","NJ00211","North Jersey District Water Supply Commission","State","State","23-27","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.04013333333333","-74.31658333333333","Passaic","New Jersey","","","Wanaque River","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","18","","","18","Less than 25 feet","135","","1926","1920-1929","18875","","18875","2590","90.4","0","","","","","","","","2022-04-11","2021-10-06","2","High","Satisfactory","2021-10-06","Yes","2022-02-08","https://damsafety.org/new-jersey"
"New Jersey No Name #31 Dam","","","NJ00519","","NJ00519","New Jersey Water Supply Authority","State","State","24-95","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.604683333333334","-74.89818333333335","Hunterdon","New Jersey","","","Cramers Creek","Congressional District 07, New Jersey","CLINTON TOWNSHIP","","","","","","","","","Other","Other","Earth","Earth;Gravity","","","23","","","23","Less than 25 feet","550","","","Undetermined","40","","40","7","2.3000000000000003","","","","","","","","","2022-04-11","2020-10-22","2","High","Satisfactory","2020-10-22","Yes","2021-04-30","https://damsafety.org/new-jersey"
"Wawayanda Lake Dam","","","NJ00286","","NJ00286","Division of Parks and Forestry","State","State","22-11","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.18246666666667","-74.42663333333333","Sussex","New Jersey","","","Wawayanda Creek-TR","Congressional District 05, New Jersey","VERNON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","250","","","Undetermined","1650","","1650","255","6","","","","","","","","","2022-04-11","2020-09-09","2","High","Satisfactory","2020-09-09","Yes","2006-01-20","https://damsafety.org/new-jersey"
"Pompton Lakes Dam","","","NJ00249","","NJ00249","North Jersey District Water Supply Commission","State","State","23-6","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.99246666666666","-74.27856666666666","Passaic","New Jersey","","","Ramapo River","Congressional District 11, New Jersey","POMPTON LAKES BOROUGH","","","","","","","","","Water Supply","Water Supply","Concrete","Concrete","","","30","","","30","25-50 feet","290","","1908","1900-1909","2000","","2000","210","160","0","","","","","","","","2022-04-11","2021-10-13","2","High","Satisfactory","2021-10-13","Yes","2022-02-08","https://damsafety.org/new-jersey"
"Wolf Den Dam","","","NJ00215","","NJ00215","North Jersey District Water Supply Commission","State","State","23-25","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.040033333333334","-74.30160000000001","Passaic","New Jersey","Wanaque","","Wanaque River","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","42","","","42","25-50 feet","2160","","1927","1920-1929","81730","","81730","2310","90.4","","","","","","","","","2022-04-11","2021-10-06","2","High","Satisfactory","2021-10-06","Yes","2022-02-08","https://damsafety.org/new-jersey"
"New Jersey No Name # 17 Dam","","","NJ00492","","NJ00492","Charles Thompson","Private","Private","32-38","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.88575","-74.63648333333333","Burlington","New Jersey","","","Burrs Mill Brook","Congressional District 03, New Jersey","WOODLAND TOWNSHIP","","","","","","","","","Irrigation","Irrigation","Earth","Earth;Gravity","","","10","","","10","Less than 25 feet","300","","","Undetermined","84","","84","35","19","","","","","","","","","2022-04-11","","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 9 Dam","","","NJ00535","","NJ00535","David Schepps","Private","Private","30-40","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.62683333333333","-75.41633333333333","Salem","New Jersey","","","Halls Creek","Congressional District 02, New Jersey","MANNINGTON TOWNSHIP","","","","","","","","","Irrigation","Irrigation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","100","","","Undetermined","105","","105","3","2.3000000000000003","","","","","","","","","2022-04-11","","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 50 Dam","","","NJ00814","","NJ00814","Samuel Race","Private","Private","24-107","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.02128333333333","-74.69284999999998","Sussex","New Jersey","","","Pophandusing Brook-TR","Congressional District 05, New Jersey","WHITE TOWNSHIP","","","","","","","","","Irrigation","Irrigation","Earth","Earth;Gravity","","","30","","","30","25-50 feet","420","","","Undetermined","67","67","47","4","0.03","477","","","","","","","","2022-04-11","2001-09-26","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 107 Dam","","","NJ00707","","NJ00707","Kupire Corporation","Private","Private","32-49","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.7363","-74.41460000000001","Burlington","New Jersey","","","Oswego River","Congressional District 02, New Jersey","BASS RIVER TOWNSHIP","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth;Gravity","","","10","","","10","Less than 25 feet","1800","","","Undetermined","2100","2100","725","75","35.800000000000004","","","","","","","","","2022-04-11","","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Overflow Weir Dam","","","NJ00214","","NJ00214","North Jersey District Water Supply Commission","State","State","23-24","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.04255","-74.29736666666666","Passaic","New Jersey","","","Wanaque River","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Water Supply","Water Supply","Concrete","Concrete","","","30","","","30","25-50 feet","552","","1928","1920-1929","29000","","29000","2400","90.4","0","","","","","","","","2022-04-11","2021-10-06","2","High","Satisfactory","2021-10-06","Yes","2022-02-08","https://damsafety.org/new-jersey"
"Green Street Dam","","","NJ00932","","NJ00932","Township of Woodbridge","Local Government","Local Government","26-71","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.56455","-74.31085","Middlesex","New Jersey","Woodbridge","","Rahway River","Congressional District 06, New Jersey","WOODBRIDGE TOWNSHIP","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","755","","1988","1980-1989","10","","10","1","0.67","300","","","","","","","","2022-04-11","2021-05-07","2","Significant","Satisfactory","2021-05-07","Yes","2021-05-24","https://damsafety.org/new-jersey"
"Princeton Walk Dam","","","NJ00941","","NJ00941","County of Middlesex, Engineering Department","Local Government","Local Government","28-117","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.385349999999995","-74.59145","Middlesex","New Jersey","Kingston","","Carters Brook","Congressional District 12, New Jersey","SOUTH BRUNSWICK TOWNSHIP","","","","","","","","","Recreation","Recreation;Flood Risk Reduction","Earth","Earth;Gravity","","","16","","","16","Less than 25 feet","400","","1988","1980-1989","15","","15","4","1.1","1875","","","","","","","","2022-04-11","2021-08-30","2","Significant","Satisfactory","2021-08-30","Yes","2017-12-28","https://damsafety.org/new-jersey"
"New Jersey No Name # 110 Dam","","","NJ00732","","NJ00732","Spatial Design, Inc.","Private","Private","29-62","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.28958333333333","-74.15755","Monmouth","New Jersey","","","Slope Brook","Congressional District 04, New Jersey","COLTS NECK TOWNSHIP","","","","","","","","","Irrigation","Irrigation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","80","","","Undetermined","52","","52","10","0.6","","","","","","","","","2022-04-11","2001-04-04","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Alloway Lake Dam","","","NJ00038","","NJ00038","Township of Alloway","Local Government","Local Government","30-3","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.56518333333333","-75.36031666666666","Salem","New Jersey","","","Alloway Creek","Congressional District 02, New Jersey","ALLOWAY TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","20","","","20","Less than 25 feet","700","","1949","1940-1949","490","","490","108","21.900000000000002","3040","","","","","","","","2022-04-11","2021-05-04","2","Significant","Satisfactory","2021-05-04","Yes","2019-09-03","https://damsafety.org/new-jersey"
"Chester Pond Dam","","","NJ00949","","NJ00949","The Pond @ Chester Homeowners Assoc.","Private","Private","25-157","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.763000000000005","-74.67521666666666","Morris","New Jersey","","","Peapack Brook-TR","Congressional District 07, New Jersey","CHESTER TOWNSHIP","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth;Gravity","","","28","","","28","25-50 feet","270","","1993","1990-1999","28","28","18","3","0.45","1088","","","","","","","","2022-04-11","2016-12-01","4","Low","Satisfactory","2016-12-01","Not Required","","https://damsafety.org/new-jersey"
"Midvale Dam","","","NJ00205","","NJ00205","North Jersey District Water Supply Commission","State","State","23-31","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.05478333333333","-74.29245","Passaic","New Jersey","","","Wanaque River","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","61","","","61","51-100 feet","290","","1928","1920-1929","71325","","71325","2400","90.4","0","","","","","","","","2022-04-11","2021-10-13","2","High","Satisfactory","2021-10-13","Yes","2022-02-08","https://damsafety.org/new-jersey"
"Manasquan Reservoir Dam","","","NJ00858","","NJ00858","New Jersey Water Supply Authority","State","State","29-72","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.17935","-74.1935","Monmouth","New Jersey","Howell","","Timber Swamp Brook","Congressional District 04, New Jersey","HOWELL TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","53","","","53","51-100 feet","4840","","1990","1990-1999","18470","18470","14470","770","3.2","","","","","","","","","2022-04-11","2020-11-19","2","High","Satisfactory","2020-11-19","Yes","2020-11-05","https://damsafety.org/new-jersey"
"Green Swamp #2 Dam","","","NJ00210","","NJ00210","North Jersey District Water Supply Commission","State","State","23-28","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.040033333333334","-74.3195","Passaic","New Jersey","","","Wanaque River","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Water Supply","Water Supply","Concrete","Gravity;Concrete","","","65","","","65","51-100 feet","1140","","1925","1920-1929","79650","","79650","2590","90.4","0","","","","","","","","2022-04-11","2021-10-06","2","High","Satisfactory","2021-10-06","Yes","2022-02-08","https://damsafety.org/new-jersey"
"Mount Paul Dam","","","NJ00823","","NJ00823","Division of Parks and Forestry","State","State","22-230","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.03728333333333","-74.54675","Morris","New Jersey","","","Russia Brook-TR","Congressional District 11, New Jersey","JEFFERSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","26","","","26","25-50 feet","320","","1918","1910-1919","260","260","107","15","0.9","1560","","","","","","","","2022-04-11","2020-12-30","2","High","Satisfactory","2020-12-30","Yes","2015-11-04","https://damsafety.org/new-jersey"
"Round Valley South Dam","","","NJ00015","","NJ00015","New Jersey Water Supply Authority","State","State","24-82","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.61123333333333","-74.8455","Hunterdon","New Jersey","Stanton","","Prescott Brook","Congressional District 07, New Jersey","CLINTON TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","178","","","178","Greater than 100 feet","1395","","1961","1960-1969","196600","196600","168000","2350","5.4","0","","","","","","","","2022-04-11","2020-10-01","2","High","Poor","2020-10-01","Yes","2021-04-30","https://damsafety.org/new-jersey"
"Round Valley North Dam","","","NJ00013","","NJ00013","New Jersey Water Supply Authority","State","State","24-83","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.63136666666666","-74.83193333333334","Hunterdon","New Jersey","Lebanon","","South Branch Rockaway-TR","Congressional District 07, New Jersey","CLINTON TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","135","","","135","Greater than 100 feet","1460","","1961","1960-1969","196600","196600","168000","2350","5.4","0","","","","","","","","2022-04-11","2020-10-01","2","High","Poor","2020-10-01","Yes","2021-04-30","https://damsafety.org/new-jersey"
